sentence,annotation
Mount Whitney has several trails that vary in difficulty attracting all types of adventurers .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
The rugged trails on Mount Fairweather attract experienced hikers from around the world .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Many expeditions have been launched to explore the depths of Haramukh .,O O O O O O O O O O B-MOUNTAIN O
The sheer size of Klyuchevskaya Volcano is awe inspiring to anyone who sees it .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
The base of Kilauea is often a meeting point for climbers and tourists alike .,O O O B-MOUNTAIN O O O O O O O O O O O
Galdhø Peak s slopes are covered with dense forests and flowing streams .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
The descent from Volcano Pico de Orizaba is as challenging as the ascent .,O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O
The summit of Mount Babia can be reached only by the most experienced climbers .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
Mount Ruapehu s slopes are covered with dense forests and flowing streams .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
Few places on Earth are as captivating as the Mount Nyamulagira .,O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
Locals often tell stories of hidden caves within Mount Cameroon .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
Sunrises and sunsets at Mount Suthep are unforgettable experiences .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O
During the winter months Mount Taranaki becomes almost inaccessible .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O
Ciucaş is a popular destination for tourists and hikers .,B-MOUNTAIN O O O O O O O O O
Climbing Neblina Peak is considered a rite of passage for experienced climbers .,O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
The peak of Mount Pangaion is one of the most beautiful places on Earth .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
The flora and fauna on Haramukh are unique to its ecosystem .,O O O O O B-MOUNTAIN O O O O O O
Mount Suthep is one of the most beautiful mountains in the world .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
Every step toward the summit of Mount Chorolque tests one s willpower .,O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
For centuries Haramukh has attracted explorers from around the world .,O O B-MOUNTAIN O O O O O O O O
The mist that surrounds Mount Pelée in the mornings adds to its mystique .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The history of Mount Elgon is filled with stories of exploration and adventure .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Locals often tell stories of hidden caves within Haramukh .,O O O O O O O O B-MOUNTAIN O
The harsh conditions on Mount Babia are not for the faint hearted .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Toluca is a popular destination for tourists and hikers .,B-MOUNTAIN O O O O O O O O O
The icy winds on Ben Rinnes can be relentless at higher altitudes .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The slopes of Concepción Volcano are covered with diverse vegetation .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Many believe that Finsteraarhorn holds hidden treasures within its caves .,O O O B-MOUNTAIN O O O O O O O
Ossa has long been a place of pilgrimage for travelers and explorers .,B-MOUNTAIN O O O O O O O O O O O O
The sheer size of Mount Tabor is awe inspiring to anyone who sees it .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Many climbers dream of reaching the summit of Katla .,O O O O O O O O B-MOUNTAIN O
Reaching the top of Mount Gerizim is an achievement many aspire to .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Exploring the Margherita Peak can be a thrilling experience .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The history of High Point is filled with stories of exploration and adventure .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Volcano Pico de Orizaba has inspired countless works of art and literature .,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Few places on Earth are as captivating as the Mount Everest .,O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The river that flows from Montserrat provides life to the valleys below .,O O O O O B-MOUNTAIN O O O O O O O
The river that flows from Humphreys Peak provides life to the valleys below .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Many legends are told about the mysteries of Triglav .,O O O O O O O O B-MOUNTAIN O
The forests surrounding Mount Hiei are filled with diverse wildlife .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Hikers near Mount Kinabalu are advised to be cautious of sudden weather changes .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
Sunrises and sunsets at Mount Kazbek are unforgettable experiences .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O
The legends of Mount Kosciuszko add to its mystique and allure .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Reaching the peak of Jaya Peak is an unforgettable experience .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
Locals often tell stories of hidden caves within Nevado Illimani .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
Climbing Bihor Massif requires a lot of training and preparation .,O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The mist that surrounds Croagh Patrick in the mornings adds to its mystique .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The peak of Dachstein is one of the most beautiful places on Earth .,O O O B-MOUNTAIN O O O O O O O O O O
Travelers often share stories of their journey to Mount Rainier .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The path to Bolívar Peak is filled with both beauty and danger .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The paths leading up to Mount Bruce are winding and steep .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
Local legends claim that Dachstein has healing powers .,O O O O B-MOUNTAIN O O O O
The scenic views around Mount Nyiragongo attract travelers from far and wide .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The history of Mount Ruiz is filled with stories of exploration and adventure .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
The rugged terrain of Durmitor demands skill and endurance from climbers .,O O O O B-MOUNTAIN O O O O O O O
The paths leading up to Ben Cruachan are winding and steep .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
The dense forests near Monte Rosa add to its allure .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
Hualalai is famous for its challenging climbing routes .,B-MOUNTAIN O O O O O O O O
Ancient civilizations left their mark on the slopes of Sabinio .,O O O O O O O O O B-MOUNTAIN O
Mount Katahdin is a natural wonder that captures the imagination of all who visit .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
Mount Athos is a UNESCO World Heritage Site due to its natural beauty .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
Mount Fairweather offers breathtaking views of the surrounding landscapes .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The flora and fauna on Mount Ossa are unique to its ecosystem .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Local legends claim that Mount Damāvand has healing powers .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O
The summit of Mount Elbert can be reached only by the most experienced climbers .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
The icy winds on Santa Ana Volcano can be relentless at higher altitudes .,O O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O
Table Mountain is a part of a chain of mountains that spans multiple countries .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
The altitude of Mount Mikeno challenges even the fittest athletes .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
On clear days the view from Thabana Ntlenyana stretches for miles .,O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O
The snow capped peaks of Khan Tängiri Peak are visible from miles away .,O O O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O
The base of Mount Pinatubo is often a meeting point for climbers and tourists alike .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
The peak of Irazú Volcano is one of the most beautiful places on Earth .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
Climbing San Francisco Peaks is considered a rite of passage for experienced climbers .,O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
Many have tried and failed to reach the top of Mount Bamba .,O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The base of Idi is often a meeting point for climbers and tourists alike .,O O O B-MOUNTAIN O O O O O O O O O O O
The ecosystem around Mount Nyiragongo is fragile and needs to be preserved .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The climate on Brocken can change rapidly posing risks to climbers .,O O O B-MOUNTAIN O O O O O O O O
Legends say that Soufrière is protected by ancient spirits .,O O O B-MOUNTAIN O O O O O O
The legends of Mount Kenya add to its mystique and allure .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Tourists flock to Eyjafjallajökull volcano for its serene and majestic beauty .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Mountaineers respect Mihintale for the challenges it presents .,O O B-MOUNTAIN O O O O O O
The clouds often envelop Mount Elgon in a blanket of mist .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The snow capped peaks of Mount Helicon are visible from miles away .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Every year thousands of adventurers visit Monte Rosa .,O O O O O O B-MOUNTAIN I-MOUNTAIN O
The journey to the peak of Mount Gerizim is both difficult and rewarding .,O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Few places on Earth are as captivating as the Mount Chélia .,O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The altitude of Teide Peak challenges even the fittest athletes .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The journey to Galdhø Peak requires careful planning and preparation .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The sheer size of Mount Kātrīnā is awe inspiring to anyone who sees it .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Triglav is one of the most beautiful mountains in the world .,B-MOUNTAIN O O O O O O O O O O O
The ecosystem around Mount Belukha is fragile and needs to be preserved .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The rugged terrain of Baldy Mountain demands skill and endurance from climbers .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The path to Hualalai is filled with both beauty and danger .,O O O B-MOUNTAIN O O O O O O O O
The rocks on Mount Belukha are treacherous and climbers must tread carefully .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The flora and fauna on Mount Elgon are unique to its ecosystem .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Surviving the night on Khan Tängiri Peak requires advanced camping skills .,O O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O
The High Point range stretches over a vast area .,O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The forests surrounding Mount Kōya are filled with diverse wildlife .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Mount Parnis is home to ancient rock formations that date back millennia .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
The snow capped peaks of Mauna Kea are visible from miles away .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The journey to Khan Tängiri Peak requires careful planning and preparation .,O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O
Those who climb Mount Meru often speak of its spiritual energy .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The icy winds on Mount Kosciuszko can be relentless at higher altitudes .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
People come from around the globe to admire the grandeur of Mount Aconcagua .,O O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
Climbing Mount Taranaki requires a lot of training and preparation .,O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Exploring the Ben Wyvis can be a thrilling experience .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The peak of Mount Ossa is one of the most beautiful places on Earth .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
The mist that surrounds Haleakala in the mornings adds to its mystique .,O O O O B-MOUNTAIN O O O O O O O O
Exploring the base of Cradle Mountain is an adventure in itself .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Imeni Ismail Samani Peak is surrounded by valleys and rivers creating a picturesque scene .,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
Exploring the Mount Toba can be a thrilling experience .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The rivers near Grossglockner provide fresh water to local communities .,O O O B-MOUNTAIN O O O O O O O
Those who climb Mount Ruiz often speak of its spiritual energy .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The altitude of Snowdon challenges even the fittest athletes .,O O O B-MOUNTAIN O O O O O O
Many climbers dream of reaching the summit of Santa Ana Volcano .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O
People come from afar to witness the beauty of Mount Pinatubo .,O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The forests surrounding Kilauea are filled with diverse wildlife .,O O O B-MOUNTAIN O O O O O O
Reaching Kings Peak requires both mental and physical strength .,O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The landscape around Carrantuohill changes dramatically with the seasons .,O O O B-MOUNTAIN O O O O O O
The river that flows from Gerlach Peak provides life to the valleys below .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Reaching the peak of Baldy Mountain is an unforgettable experience .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
People come from around the globe to admire the grandeur of Mount Aspiring .,O O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The rivers near Mount Bamba provide fresh water to local communities .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Photographers travel to Kilimanjaro to capture its breathtaking views .,O O O B-MOUNTAIN O O O O O O
Mount Hiei stands as a symbol of resilience and adventure .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
The descent from Carrantuohill is as challenging as the ascent .,O O O B-MOUNTAIN O O O O O O O
Travelers often share stories of their journey to Cerro Mercedario .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The scenic views around Lenin Peak attract travelers from far and wide .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The surrounding area of Mount Pelée is a haven for nature lovers .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Expeditions to Kilauea are often halted due to adverse weather .,O O B-MOUNTAIN O O O O O O O O
Many have tried and failed to reach the top of Montserrat .,O O O O O O O O O O B-MOUNTAIN O
Surviving the night on Mount Tabor requires advanced camping skills .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
The path up Mount Arvon is marked with stunning rock formations .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The paths leading up to Fan Si Peak are winding and steep .,O O O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O
During storms Grossglockner becomes an even more formidable place .,O O B-MOUNTAIN O O O O O O O
The legends of Madera Volcano add to its mystique and allure .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
In winter Ben Wyvis becomes a snowy paradise for skiers and climbers .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
For centuries Sabinio has attracted explorers from around the world .,O O B-MOUNTAIN O O O O O O O O
Popa Hill is frequently covered in snow even during the summer months .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
The summit of Soufrière can be reached only by the most experienced climbers .,O O O B-MOUNTAIN O O O O O O O O O O
Those who climb Triglav often speak of its spiritual energy .,O O O B-MOUNTAIN O O O O O O O
The scenic views around Kamet attract travelers from far and wide .,O O O O B-MOUNTAIN O O O O O O O
The ecosystem around Popa Hill is fragile and needs to be preserved .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The paths leading up to Mount Bartle Frere are winding and steep .,O O O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O
Victory Peak has been the site of many scientific studies due to its unique environment .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O
The rivers near Humphreys Peak provide fresh water to local communities .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Chimborazo is a natural wonder that captures the imagination of all who visit .,B-MOUNTAIN O O O O O O O O O O O O O
